coef,Est
B.b11,0.1761918370079119
B.b12,0.7089131743014452
B.b22,0.6387658339784914
B.b23,-0.2798341999944806
B.b33,-0.5141815548112292
C.c11,-0.5474306951330568
C.c22,0.1649592073316521
C.c13,0.3815381762796462
C.c23,-0.22590223919076702
