coef,Est
B.b11,0.5208479699746432
B.b21,0.3837767151938953
B.b22,-0.050047301624348756
B.b32,0.24270595476801102
B.b23,0.3688240061952886
B.b33,-0.1951194109274772
B.b34,0.22231814109180648
B.b44,0.3718956954411321
B.b25,0.26606915338422643
B.b55,0.5150381602332171
C.c41,0.28954754078086137
