coef,Est
B.b11,-0.10568554519399952
B.b21,-0.26717122785823916
B.b22,0.25313103960310346
B.b32,0.5227637323745219
B.b33,-0.05634322249520135
B.b43,-0.42311294488622136
B.b44,0.31481781051141455
C.c21,-0.24222762114044583
